1610,-157,-2710
1619,-147,-2711
70,22,-11
414,2,1996
-4064,-1486,-3766
-4071,-1487,-3759
-4094,-1490,-3735
-4128,-1495,-3738
-4132,-1499,-3712
-4132,-1499,-3712
-4131,-1505,-3699
-4128,-1508,-3692
-4103,-1508,-3680
-4089,-1516,-3653
-4101,-1523,-3624
-4138,-1532,-3613
-4144,-1537,-3613
-4159,-1548,-3621
-4164,-1554,-3596
-4181,-1554,-3590
-4181,-1554,-3590
-4186,-1553,-3593
-4240,-1553,-3549
-4248,-1560,-3523
-4278,-1563,-3503
-4281,-1562,-3500
-4307,-1558,-3472
-4343,-1555,-3458
-4364,-1544,-3462
-4366,-1544,-3461
-4366,-1533,-3461
-4366,-1525,-3461
-4366,-1522,-3461
-4366,-1543,-3461
-4377,-1543,-3475
-4381,-1543,-3474
-4373,-1544,-3473
-4379,-1544,-3489
-4380,-1545,-3499
-4380,-1545,-3499
-4380,-1545,-3499
-4381,-1546,-3499
-4381,-1546,-3499
-4381,-1546,-3499
-4381,-1546,-3499
-4379,-1545,-3496
-4393,-1542,-3494
-4403,-1542,-3483
-4393,-1542,-3493
-4393,-1542,-3493
-4399,-1542,-3489
-4414,-1545,-3487
-4401,-1543,-3502
-4366,-1548,-3494
-4361,-1548,-3494
-4360,-1548,-3496
-4360,-1548,-3496
-4353,-1546,-3494
-4331,-1550,-3496
-4332,-1549,-3499
-4337,-1550,-3524
-4363,-1550,-3547
-4365,-1550,-3546
-4360,-1550,-3549
-4366,-1550,-3541
-4388,-1549,-3555
-4406,-1549,-3582
-4405,-1551,-3600
-4400,-1549,-3584
-4396,-1548,-3570
-4394,-1548,-3569
-4401,-1548,-3547
-4395,-1551,-3536
-4392,-1549,-3548
-4394,-1548,-3558
-4404,-1547,-3552
-4415,-1548,-3567
-4441,-1546,-3595
-4435,-1546,-3592
-4422,-1549,-3607
-4413,-1549,-3614
-4416,-1549,-3615
-4413,-1549,-3622
-4414,-1549,-3623
-4433,-1550,-3625
-4437,-1559,-3624
-4420,-1566,-3645
-4412,-1567,-3647
-4415,-1568,-3648
-4414,-1571,-3648
-4414,-1571,-3648
-4417,-1566,-3651
-4406,-1564,-3666
-4411,-1564,-3664
-4424,-1564,-3661
-4425,-1564,-3662
-4427,-1565,-3662
-4416,-1566,-3649
-4410,-1565,-3658
-4408,-1566,-3658
-4403,-1565,-3658
-4419,-1565,-3654
-4427,-1560,-3626
-4430,-1559,-3623
-4430,-1560,-3624
-4425,-1566,-3643
-4406,-1565,-3660
-4400,-1563,-3673
-4400,-1561,-3685
-4414,-1561,-3695
-4415,-1561,-3695
-4402,-1561,-3687
-4397,-1560,-3690
-4404,-1561,-3680
-4409,-1561,-3682
-4409,-1562,-3684
-4415,-1562,-3687
-4440,-1563,-3707
-4429,-1562,-3697
-4427,-1561,-3696
-4410,-1562,-3684
-4399,-1563,-3674
-4396,-1568,-3674
-4376,-1574,-3672
-4386,-1575,-3678
-4358,-1592,-3692
-4342,-1589,-3684
-4342,-1588,-3682
-4343,-1591,-3688
-4344,-1589,-3683
-4376,-1592,-3693
-4389,-1592,-3691
-4418,-1588,-3693
-4415,-1588,-3697
-4414,-1587,-3697
65,2,-171
68,2,-160
68,2,-160
66,2,-164
72,3,-169
66,2,-168
71,2,-176
71,2,-176
66,2,-162
66,2,-162
66,2,-166
72,2,-173
74,6,-173
73,3,-172
72,3,-176
72,3,-176
73,3,-172
70,3,-171
70,3,-171
66,3,-169
62,3,-168
64,3,-168
68,3,-161
78,3,-170
71,3,-191
64,3,-193
54,3,-193
54,3,-193
56,3,-186
78,3,-165
76,3,-179
57,3,-186
90,3,-198
106,14,-164
118,21,-134
119,19,-129
119,19,-129
127,19,-120
151,24,-107
118,19,-131
88,5,-161
69,3,-194
48,3,-191
47,3,-192
56,3,-172
59,3,-169
59,3,-169
59,3,-169
59,3,-169
59,3,-169
67,3,-168
66,3,-164
70,3,-177
68,3,-167
66,3,-164
68,3,-184
79,3,-177
79,3,-171
79,3,-170
78,3,-166
67,1,-153
65,4,-139
46,6,-158
46,6,-158
46,6,-158
96,-38,-23
96,-38,-23
96,-38,-9
96,-38,-11
96,-39,-4
93,-38,-10
96,-38,-9
90,-38,-10
86,-38,-11
86,-38,-18
86,-38,-17
85,-38,-28
86,-38,-26
86,-38,-26
86,-38,-26
86,-38,-26
86,-38,-28
86,-38,-28
66,3,-162
66,3,-162
66,3,-162
65,3,-174
74,3,-176
59,8,-169
59,8,-169
60,8,-169
74,5,-174
63,3,-178
66,3,-156
66,3,-166
66,3,-166
72,3,-176
66,8,-165
66,8,-165
71,3,-176
71,3,-173
71,7,-169
67,7,-165
69,3,-171
55,5,-148
47,7,-141
46,8,-136
47,8,-137
48,8,-141
49,8,-136
45,8,-136
46,8,-138
45,8,-146
49,8,-138
46,8,-143
46,8,-136
63,3,-158
72,3,-170
66,3,-163
